prompt,title,essay,competence,score,tema
8,De acordo com a poesia do poeta maranhense,"['De acordo com a poesia do poeta maranhense, nauro Nauro Machado: ""Um atrás do outro, atrás um do outro, ano após ano, ano após outros, minuto após minutos, século após séculos, e de novo um atrás do outro, um atrás do outro"". Se ainda, estivesse ainda estivesse vivo, certamente conversaria com ele, hoje, sobre o sentido dessa frase que que, de imediato imediato, estaria relacionado relacionada com ""a ciência na era da pós-modernidade"", em virtude da discussão da vacina e do formato da terra, mostra-se como um dos debates da atualidade.', 'Certamente, hoje, em sociedade sociedade, existe um grande debate sobre se a vacinação é realmente eficaz durante a vida. Seria, sim, mais uma incredulidade geral de certas instituições, com intuito de moldar a sociedade a favor de seus pensamentos, mesmo após o primeiro ato esses membros estarão construindo uma sociedade negativas negativa a cerca acerca das décadas subsequentes.', 'Da mesma forma, um dos grandes contra versas de que a terra Terra não é redonda é o estadunidense Eric Dubai, autor do livro ""200 provas que a terra Terra não é uma bola giratória"". Com isso, conquistou adeptos em todo mundo, de certo modo a terra é redonda que gira em torno do sol e provas que tenhamos em sociedade como: o homem na lua satélite, fotos e vídeos.', 'A poesia citada inicialmente, com os argumentos expostos, não está seguindo a mesma lógica. Portanto, os grandes estudiosos como: médicos, cientistas universitários, demostrar demonstrar de maneira clara para a sociedade civil que não só as problemáticas abordadas como outros assuntos seja esclarecido sejam esclarecidos, promovendo esclarecimento da ciência antes da pós-modernidade. Só assim a poesia de nauro Nauro Machado, estará alinhado com o tema sem nenhuma desconfiança.']","[0, 0, 0, 0, 0]",0,A ciência na era da pós-verdade
41,Educação vem de casa,"['Antigamente a disciplina era cobrada nas escolas para obter bons resultados dos alunos. Mas infelizmente os tempos mudaram e hoje os estudantes estão se rebelando e se destacando entre os piores. Mas a culpa não seria primeiramente de casa? Até que ponto essa indisciplina chegará?O início de tudo é com os pais, pois a educação vem do lar, então cabe a eles educar e ensinar seus filhos respeitarem as autoridades. Se ali não são disciplinados a escola não será totalmente responsável pelos maus atos desse aluno .Contudo, sabe-se que a responsabilidade de agir com ordem e autoridade está na direção das escolas, pois é lá que preparam os jovens para o mundo. Se não for ensinado o respeito no ambiente escolar, não é do lado de fora que vão exercê-lo pelo contrário serão desrespeitados e o colégio ficará de mau exemplo para os próximos a estudar. Portanto, pode-se concluir que a educação vem primeiramente dos pais, mas a ordem, a autoridade e a disciplina nas escolas favorecem completamente o comportamento dos alunos. Se em casa não são ensinados o mundo os ensinará da pior maneira. Como diz a frase de um filósofo “Eduque as crianças e não será necessário punir os adultos”.']","[0, 0, 0, 0, 0]",0,"Disciplina, ordem e autoridade favorecem a educação?"
33,Grade de estudos sem Educação Física e Artes?,"['No que se refere á exclusão de disciplinas Educação Física e Artes, é possível afirmar que essas matérias são essenciais para o desenvolvimento do ser humano, não só em termos de cultura, lazer, entretenimento, mas também na vida estudantil do aluno.', 'A exclusão dessas disciplinas da grade curricular dos estudos conforme o novo ensino médio proposto pelo atual governo, é possível destacar tanto aspectos positivos e negativos. Se por um lado os alunos optam se estudam ou não as matérias que não estão mais obrigadas, por outro, a carga horária de estudos dobrará mas sem a obrigatoriedade de ser ensinadas.', 'Tendo em vista que, nos tempos atuais a maioria de jovens e adultos utilizam o seu tempo não apenas praticando atividades e exercícios físicos como também se expressam através de meios artísticos, ou seja, suprimem a chance de aprender cada vez mais de modo que as outras matérias oferecem.', 'O atual governo, portanto, deveria manter as disciplinas Educação Física e Artes no currículo de estudos do ensino médio, porque dessa forma os estudantes que não possuem uma chance para desenvolverem suas habilidades e talentos, ganham uma oportunidade não só de aprenderem de uma forma diferente, dinâmica, como também testarem seus conhecimentos com um grupo ou com a própria sociedade.']","[0, 0, 0, 0, 0]",0,Artes e educação física: opcionais ou obrigatórias?
4,Tardia e eficaz,"['Múltiplos fatores são considerados na condenação de um réu e isso pode trazer à tona algumas polêmicas. Atualmente, está em voga o questionamento quanto a à legalidade da pena após a decisão do juiz ter ocorrido em segunda instância.', 'Alguns países servem de exemplo para melhor esclarecimento entre as ideias opostas, e alguns casos específicos trazem a noção de que o cumprimento da pena é algo orgânico, por assim dizer, pode ser eliminado, diminuído ou ampliado, mediante apuração de novas provas, ou comportamento do réu após a batida do martelo.', 'Assim, sabendo que a punição ou absolvição, deve absolvição deve ocorrer em face do ato praticado, relacionando as consequências desse ato e principalmente a preservação do bem estar bem-estar social, há a certeza de que o refinamento de antigos processos são positivos ao sentido da justiça. Então, a despeito da última palavra decisória ter sido declarada em qualquer instância possível, é preciso reforçar a ideia de que o objetivo da libertação de um preso deve acontecer, exclusivamente, caso seja benéfico ao Brasil.']","[0, 0, 0, 0, 0]",0,Um réu deve ou não ser preso após a condenação em 2ª. instância?
24,Ultimamente temos observado um aumento,"['Ultimamente, temos observado, um aumento considerável de adolescentes envolvidos com drogas, e o que é mais grave traficando entorpecentes, de maneira desafiadora, demonstrando total desrespeito ao estado de direito, usando armas, atirando contra policia , matando sem piedade, sob argumento que sua punição é diminuta. sob esta ótica, tornam-se verdadeiros facínoras, criam quadrihas etc.', 'Brasil, país em que o trafico toma conta de uma parte das grandes metrópoles e que os usuários de drogas estão por todo lugar, há pessoas que defendem o fato de que essas pessoas lá no passado não tiveram uma oportunidade da sociedade para ser “alguém na vida”, já outras falam que isso acontece por influencia de amigos, mas o que ninguém fala é que nós aprendemos a ir no mais fácil, me diga, se você ver uma moeda de um real no chão e do lado uma sédula de dois reais embaixo de uma pedra, eu você e qualquer outra pessoa vai pegar a moeda primeiro, até parece um modo meio tolo de explicação, mas se parar para analisar reflete bem o que a maioria de nós somos.']","[0, 0, 0, 0, 0]",0,Violência e drogas: o papel do usuário
78,Corrupção no Brasil,"['No Brasil colnia, assim como hoje, a corrupção brasileira permeava em diversos níveis de funcionalismo público. Um segundo momento refere-se a mão-de-obra escrava, na agricultura. A escravidão foi considerada necessária e, mesmo com a proibição do tráfico, o governo mantinha-se tolerante e conivente com os traficantes que burlavam a lei.', 'É comum associarmos a corrupção aos políticos: deputados, senadores, vereadores, prefeitos etc. Não é á toa que, quase todos os dias jornais e TV\xa0apresentam denúncias sobre o mal uso de verbas e recursos públicos, \xa0que são desviados e usados para favorecimento pessoal.', 'Porém a prática desse mal não é praticada exclusivamente pelos políticos ou por pessoas com grande remuneração: empresários, juízes, desembargadores etc. A prova disso é a expressão "" jeitinho brasileiro "", dada a habilidades do brasileiro de ter uma resolução criativa para os problemas, também refere-se á capacidade engenhosa de agir de modo corrupto para obter benefícios pessoais.', 'A transparência no poder político e a conscientização de todos os brasileiros são umas várias soluções para o combate da corrupção no Brasil, tanto na politica, que é onde mais afeta o país economicamente, quanto na sociedade brasileira, que na sua maioria não enxerga que o jeitinho brasileiro é um grande problema e é tão vergonhoso quanto a corrupção política.']","[0, 0, 0, 0, 0]",0,Reforma do Ensino Médio - uma solução ou um problema para a questão da educação no país?
83,Prática de esportes,"['Praticar esportestêm sido o meio mais comum de driblar o estresse e a correria proporcionada pela Era digital,onde o sedentarismo é o grande vilão da sociedade.', 'A facilidade na locomoção, as operações bancárias via internet,os aplicativos de celulares,entre outros recursos tecnológicos,tomaram conta dos usuários, entretanto,a preocupação maior em decorrência destes avanços tem sido o comportamento das pessoas,principalmente dos jovens e adolescentes que na grande maioria tem-se abdicado da prática esportiva\xa0para ficar em frente a um smartphone ou qualquer outro aparelho eletrônico de acesso à internet.', 'É inquestionável, as grandes melhorias conquistadas pelas tecnologias de comunicação e pelo transporte, porém é necessário ter moderação com novas ferramentas e saber conciliar o tempo entre ficar conectado à internet e praticar algum esporte.Pode até parecer cansativo sair do trabalho e ir direto para uma academia,mas esta é uma atitude recomendada por diversos educadores da saúde. Estudos comprovaram que praticar qualquer esporte, aumenta a expectativa de vida,diminui o risco de infartos,reduz o estresse, a ansiedade e melhora a autoestima e o bom humor entre as pessoas.Daí,nota-se a relevância que a prática esportiva tem para com a manutenção de um estilo de vida saudável.', 'Em meio a globalização, que encurta distâncias, e reduz o tempo para uma informação\xa0chegar ao seu destino o mais rápido, percebe-se, que as atividades esportivas tendem a ficar de lado, (.) desta maneira, em meio ao sedentarismo que toma grandes proporções entre a maior parte dos jovens, é preciso recorrer às campanhas midiáticas para salientarem os benefícios de praticar algum esporte, dar maior ênfase à atividade física no setor da educação e o governo tomar a mesma iniciativa de outros países de conceder bolsas de estudos a estudantes ingressados em determinado esporte. Assim,concerteza o sedentarismo e as doenças cardiovasculares,entre outras,terão os índices bem inferiores nas ocorrências.', 'Portanto,mesmo em meio a todas as mudanças ocasionadas pela Era digital,ainda é possível levar uma vida saudável,desde que, a prática de esportes não fique para o passado.']","[0, 0, 0, 0, 0]",0,O que podemos aprender com a prática esportiva?
83,As Olímpiadas com a cara do governo.*,"['O patriotismo da nação canarinho sai às ruas mais uma vez. A dedicação em honrar e valorizar o nome do nosso estimável país é grande. Momento de sediar um dos maiores eventos já vistos: é ano de Jogos Olímpicos.', 'Momento oportuno para o Brasil se deslumbrar diante das outras nações, seja nós Jogos Olímpicos ou na maneira de se portar diante dos costumes de outros povos que aqui se encontram. Momento no qual tentam maquear um país que não existe, longe da realidade que querem expor. Onde um povo, alienado, esquece da escuridão democrática em que vivemos.E é verdade que o choque entre brasileiros e turistas, é alarmante.', 'De um lado uma cerimônia de abertura incentivando o mundo a cuidar do meio ambiente. Do outro, destroem absurdamente uma reserva ambiental e constroem um campo de golfe. Não cumprem com nenhuma meta; como a despoluição da Baía de Guanabara e queremnós ensinar que precisamos recuperar nossas áreas devastadas? Estás , devastadas pelo próprio comitê olímpico.', 'Numa sociedade que presencia a violência diariamente á porta de casa, com a desigualdade social estampada a cada esquina e com seu dinheiro “ralado” indo entre os dedos com altíssimos impostos, estes que serviram para levantar grande parte deste evento, o mesmo que desvaloriza a maior parte da população por ser desfavorecida. Pessoas são retiradas de suas moradias para dar espaço ao evento. Perdem total dignidade, liberdade, seja ela de se expressar ou até mesmo de ir/vir pelo seu espaço. Tratam pessoas da favela como inimigos, como se eles fossem o alvo. A violência é enorme. Esquecem que a luta é pelo conhecimento e igualdade. A educação é um dos bens mais valiosos que temos na vida, e agora eles acabam de nos tirar. Esquecem que não temos uma boa infra-estrutura nem sequer recursos para os hospitais funcionarem diante de uma grande massade população. Se você depender disso, você morre. Não investem em saneamento básico, muito menos em moradias populares no lugar de barracos e placas nas favelas, que acabam tapando e ao mesmo tempo fantasiando um Rio de Janeiro inexistente.', 'Embora tudo isso seja vergonha para o povo brasileiro, continuamos na busca de apenas ocultar pelo menos por um curto período, o caos e o esquecimento político encontrado em nosso país. E,de fato as coisas só vão melhorar quando houver uma reforma política consistente. Quando o povo perceber que não é o partido A ou B que afunda o Brasil, e sim essa velha política de conchavos, em que só um pequeno grupo tem os seus interesses atendidos. Enquanto isso, aguardamos o próximo espetáculo que os “novos governantes” hão de providenciar daqui a 4 anos diante de grande adversidade.']","[0, 0, 0, 0, 0]",0,O que podemos aprender com a prática esportiva?
85,Riscos Advindos do Álcool,"['Se torna cada vez mais comum o consumo de álcool na adolescência. A propaganda é um dos meios de incentivo para que este consumo aumente entre os adolescentes, gerando problemas que prejudicam a saúde, e também a moral.', 'As propagandas de bebidas alcoólicas utilizam-se da persuasão para convencerem o público a consumir o seu produto. O número de adolescentes consumindo álcool cresce, e este crescimento pode servir de estímulo para o consumo de outras drogas, trazendo como consequência problemas de saúde, e moral.', 'Sendo assim, o alcoolismo é a principal consequência advinda do uso contínuo do álcool, e faz com que o consumidor beba descontroladamente. Outro problema é o desequilíbrio da moral, trazendo transtornos tanto para o indivíduo que consome o álcool, quanto para a sua família.', 'Deste modo, para combater ou minimizar o incentivo das propagandas, e os problemas de saúde ou moral causados pelo consumo do álcool, deve-se cada um por si conscientizar-se dos riscos que estas bebidas acarretam. O governo pode auxiliar com projetos que ajudem pessoas que sofrem com as doenças consequentes das bebidas, e também com campanhas que previnam ou alertem as pessoas dos malefícios do álcool.']","[0, 0, 0, 0, 0]",0,Projeto de lei de iniciativa popular
83,o que podemos aprender com a pratica* do esporte,"['Olimpíadas:\xa0 práticas de esportes em compentição, que\xa0 ocorre de quatro em quatro anos, Período suficiente para Sabermos a importância do esporte em nossas vidas desde a infância até a velhices O esporte não e apenas um meio de ganhar dinheiro, e também meios de aderir a uma boa qualidade de vida.', 'Na infância, o esporte tem como papel importante no desenvolvimento do crescimento físico e contribui também na educação escolar e na vida social', 'Segundo a vida cotidiana\xa0 \xa0 quem pratica esportes\xa0 diminui o risco de \xa0: obesidade,\xa0 stress\xa0 e\xa0 problemas cárdicos, \xa0 colesterol alto\xa0 e amnésia. Quando praticamos esportes\xa0 estamos\xa0 queimando calorias, \xa0 trazendo substância para o celebro através do suor(?)**', 'Muitas instituição usam o esporte como meio de\xa0 salvar vidas das drogas e violência, pois\xa0 ele e motiva para\xa0 ocarecimento profissional.', 'Com suas grandes importância, deve-se\xa0 abrir mais espaços para o esporte ser praticado, principalmente nos bairros mais carente, porque se ele e de tão grande importância,\xa0 nãoe só pra quem tem condições, e para todos.']","[0, 0, 0, 0, 0]",0,O que podemos aprender com a prática esportiva?
85,A Decorrência do Estupro,"['Frequentemente ouve-se falar de estupro, crime hediondo, que tem como maior parte das suas vítimas mulheres, e crianças. Tal crime, tem o número de denúnciasreduzidas , e causa trauma nas vítimas.', 'A quantidade de denúncias, embora crescente, (ainda) é um número pequeno , equivalente à frequência em que este crime ocorre. É muito provável que estas denúncias sejam poucas por medo, e/ou receio por parte da vítima, que na grande maioria é ameaçada. Conviver com insegurança, e (a) dúvida de denunciar ou não, torna a vítima mais fraca fisicamente, e principalmente psicologicamente.', 'Algumas vítimas conseguem superar os traumas advindos do estupro, porém outras tentam lidar com isto para sempre. A propósito, as consequências são muitas, como por exemplo, o desencadeamento de doenças graves, como a depressão, e outros transtornos mentais que afetam o bem estar físico e psicológico.', 'Embora o número de denúncias ainda seja pequeno em relaçãoa frequência (com) que o crime acontece, este número cresce. Para combater ou minimizar o estupro, e as consequências geradas por ele, é preciso que as vítimas denunciem. As penas devem se tornar mais rígidas, e realmente serem cumpridas. Aconselha-se que as vítimas busquem ajuda psicológica. E que as famílias apoiem a mesma. Espera-se que a população também faça a sua parte, auxiliando pessoas que foram vítimas do estupro. O governo deve auxiliar as vítimas disponibilizando programas que tenham atendimento psicológico acessível a todos, e também com campanhas que alertem a todos (sobre) a importância da denúncia.']","[0, 0, 0, 0, 0]",0,Projeto de lei de iniciativa popular
83,Rio 2016,"['No que se refere ao esporte, pode-se perceber que o Brasil sedia a maior festa esportiva no Rio de Janeiro. Tendo em vista todos os benefícios que a atividade esportiva nos proporciona, há de fato um grande investimento de maneira desnecessária*. Não apenas a aplicação de verba pública de forma irregular, como também a falta de disciplina e ética em jogos, mancha uma nação ou até mesmo uma carreira.', 'Relativo ao investimento nestes jogos olímpicos, é possível afirmar que foi de maneira irresponsável. Desse modo, é inquestionávelo quão há problemas internos sociais e políticos não resolvidos, e entre outros, parecendo ser sem solução, como a corrupção na política nacional. Outro ponto lamentável do Brasil é a enorme onda de assaltos e assassinatos por todo o país, em destaque Porto Alegre, com o seu Governador não investindo em segurança. Tudo isso, mostra o quanto a sociedade esta abandonada por setores públicos.', 'Vale também ressaltar que o desrespeito e as ações antiéticas dos atletas degradam uma carreira ou até mesmo um país no esporte. Assim, temos exemplos como a carreira do lutador Anderson Silva, do UFC, que teve sua história manchada por causa do doping. Outro caso ocorreu nos jogos olímpicos com a delegação russa, quefoi flagrado vários atletas flagrados usufruindo destas drogas ilegais. Este é um ponto em que viola todos os valores do esportista', 'No esporte, portanto, deve-se investir em melhores fiscalizações para que sejam justos os resultados dos jogos. Por fim, no Brasil, devemos ter uma política que saiba aplicar o dinheiro público em áreas em que mais necessitam no momento, em consonância com o voto de forma correta. Só assim, teremos um país com segurança e uma política inteligente.']","[0, 0, 0, 0, 0]",0,O que podemos aprender com a prática esportiva?
83,Vote sim ao esporte .*,"['Os benefícios\xa0que o esporte pode causar são inúmeros\xa0, só\xa0que cada vez mais\xa0o esporte vem sendo banido do nosso cotidiano\xa0devido a correria do dia a dia\xa0 e muitas vezes até\xa0pela praticidade\xa0tecnológica', 'O\xa0tempo é o maior inimigo do esporte\xa0, pois estamos\xa0 sempre tão ocupados\xa0com nossos\xa0afazeres\xa0, nosso trabalho\xa0, etc, que nem sobra tempo livre\xa0, e o que acaba sobrando\xa0é\xa0usado para descansar\xa0. Esse péssimo\xa0 estilo de vida, sem prática\xa0esportiva alguma, acaba sendo prejudicial a nossa saúde\xa0.', 'A \xa0geração jovem\xa0é a\xa0mais prejudicada\xa0e que menos\xa0prática esportes\xa0, levando uma vida extremamente sedentária\xa0.Pois\xa0\xa0\xa0estão sempre em casa \xa0de frente para a televisão\xa0, jogando um videogame e quase nunca\xa0brincando ao ar livre\xa0sem receber incentivo algum\xa0para práticar esportes\xa0, além de sedentária, é também uma geração obesa\xa0. E\xa0a maior causa de morte\xa0atualmente\xa0é doenças cardíacas relacionadas a má\xa0alimentação e ao sedentarismo .', 'Por isso devemos\xa0colocar a mão na nossa consciência\xa0e acabar\xa0com esse\xa0sedentarismo e maus\xa0hábitos\xa0, não precisa ser nenhum atleta olímpico,\xa0uns alongamentos após acordar já\xa0é um bom começo.']","[0, 0, 0, 0, 0]",0,O que podemos aprender com a prática esportiva?
85,Crimes contra a mulher,"['Vê-se, através dos veículos de mídia, que os abusos, estupros e agressões contra as mulheres têm aumentado. Mas \xa0a população pode sugerir um projeto de lei que seja capaz de minimizar esses crimes.', 'O machismo e a misogenia , infelizmente, são os maiores responsáveis por esses crimes e por isso seria necessário explicitar em lei que o ódio ou sentimento de superioridade não deve existir entre os gêneros.', 'Também, é importante que os acusados além de presos recebam um tratamento reeducacional que saliente a importância da igualdade que deve existir entre homens e mulheres. Além de acabar com os preconceitos de que mulher que usa roupa curta pede para ser estuprada e não merece respeito.', 'Porém mesmo com a criação de leis mais severas, é essencial que dentro de casa e nas escolas, com o apoio governamental, haja o diálogo sobre a igualdade de gêneros, \xa0o respeito mútuo e as diferenças. Pois só assim o Brasil crescerá livre de preconceitos, diminuirão os casos de feminicídio e as agressões\xa0contra as mulheres.']","[0, 0, 0, 0, 0]",0,Projeto de lei de iniciativa popular
83,Um gol para o desenvolvimento,"['O século XX ficou marcado com a popularização dos grandes eventos esportivos, como as Olímpiadas e Copa do Mundo. No contexto brasileiro, o futebol ganhou significativo destaque, pois permitiu que diversas pessoas, de distintas classes sociais e etnias, pudessem seguir uma carreira de sucesso, além de promover a geração de milhares de empregos de forma direta e indireta.', 'O futebol é o esporte que mais colaborou para a ascenção social neste país. Jogadores como Ronaldo Fenômeno e Dada Maravilha, saíram da periferia do Rio de Janeiro para se tornarem ídolos do esporte. Ademais, o futebol movimenta milhões de reais todos os anos, por meio de transmissões televisivas, venda de produtos esportivos e ingressos, n os quais, geram uma quantidade significativa de empregos. Desse modo, conclui-se que este esporte merece receber uma atenção maior, por parte de nossas autoridades.', 'Entretanto, a popularização do futebol trouxe para a sociedade um novo problema : A briga entre algumas torcidas organizadas ! A situação chegou em um grau de risco elevado, visto que em algumas cidades, clássicos regionais ficaram temporiariamente proibidos de serem realizados com a presença de duas torcidas, vide o clássico mineiro entre Atlético e Cruzeiro. Isto implica em consequências negativas para o mercado, pois afasta dos estádios, uma grande parcela do público consumidor.', 'Portanto, para o aperfeiçoamento deste esporte, é necessário que o governo, em parceria com a iniciativa privada, promovam novos investimentos, em regiões, onde o futebol ainda é praticado de forma amadora. Além disso, é importante que se crie uma delegacia especializada em grandes eventos esportivos, para que os problemas relativos à violência sejam amenizados de forma mais eficiente, excluindo os baderneiros. O futebol já nos ensinou que desenvolvimento econômico e social, podem sim, andar juntos.']","[0, 0, 0, 0, 0]",0,O que podemos aprender com a prática esportiva?
62,A legalização do porte de armas no Brasil,"['É notório que o porte de armas de fogo é um assunto bastante debatido e que apresenta uma divergência de opiniões.Nesse contexto, há dois fatores que não podem ser negligenciados, como os aspectos positivos e negativos da liberação do porte de armas.', 'Sabe-se que o porte de arma é um desejo de muitos brasileiros, principalmente daqueles que possuem um estabelecimento comercial. A vantagem que a arma de fogo trás ao cidadão, é a chance que ele terá para defender o seu patrimônio ou a sua vida, caso seja colocada em risco. Existem muitas reportagens de casos em que um comerciante acaba perdendo a vida em uma tentativa de assalto ao seu comércio, no entanto, um comerciante armado e preparado reduziria as chances desses casos ocorrerem.', 'Diante disso, o porte de armas em mãos erradas também pode causar sérias consequências, tais como: suicídios, discussões que acabam em homicídios, etc. Portanto, o cidadão que tiver o interesse em adquirir uma arma de fogo, deverá ser submetido a testes psicológicos muito rigorosos a cada seis meses, fora as aulas de tiro e manuseio do armamento.', 'Em virtude do que foi mencionado, o porte de armas para o cidadão brasileiro só será vantajoso, caso o mesmo passe por uma bateria de exames de aptidão psicológicos semestralmente e que o mesmo apresente declarações que comprovem a necessidade de se adquirir uma arma de fogo.']","[0, 0, 0, 0, 0]",0,O discurso de ódio nas redes sociais
83,Esporte e saúde,"['Falta de tempo e correria do dia a dia\xa0fazem com que o homem deixe\xa0de praticar esporte, mas esporte é saúde física e mental. As pessoas estão estressadas, sedentárias e doentes, pois esses são os sintomas da falta de atividades físicas.', 'Devido a ganância desse mundo capitalista, elas\xa0deixam cada vez mais de praticarem esportes; estudos, no entanto, revelam que pessoas ativas fisicamente não apresentam colesterol, doenças crônicas, stress e ansiedade. Para saírem, progressivamente, do sedentarismo, é fundamental um cronograma regular de atividades físicas, a fim de adquirirem flexibilidade corporal, força múscular, capacidade funcional e bons hábitos alimentares.', 'Quando esportistas\xa0vão à academia, normalmente estão atrás de resutados estéticos; a prática de esportes, porém, também é saudável para saúde mental. Relatos de praticantes afirmam que, após o início dessas atividades, começaram a dormir com\xa0facilidade, o sono é mais profundo e acordam dispostos. Essa afirmação é comprovada cientificamente.\xa0Porque, depois de se exercitarem,\xa0as\xa0pessoas sentem\xa0a sensação de serenidade.', 'Portanto, percebe-se que é preciso uma\xa0mudança de hábito para que sejamos uma sociedade saudável. Para alcançar esses objetivos, precisamos de força de vontade e coragem. Se isso não acontecer, seremos uma sociedade enferma.']","[0, 0, 0, 0, 0]",0,O que podemos aprender com a prática esportiva?
85,,"['Nas últimas semanas deste ano , o Brasil virou notoriedade a nível mundial, devido a um estupro coletivo que chocou a todos, crimes de mesmo nível foram notificados pela mídia nas semanas seguintes, inúmeros casos de estupro coletivo denunciados. Tal crime é considerado hoje no país como hediondo, várias leis de proteção a mulheres foram feitas, mas mesmo assim os números desse abuso ainda são assustadores, o que nos leva a pensar, por que a violência sexual ainda é tão constante na sociedade?', 'Em primeiro lugar é importante ressaltar que esse tipo de violência não é algo novo. O estupro está enraizado nesse país antes mesmo dele ser chamado Brasil, os portugueses já chegaram abusando sexualmente de índias, mais tarde asescrevas eram submetidas a todos os tipos de atrocidades sexuais por seus senhores, o tempo passou mas a mente machista e ignorante de muitos não e as mulheres ainda são vistas como objetos sexuais.', 'O estupro não causa apenas danos físicos a suas vítimas, por muitas vezes os problemas psicológicos são os mais graves e os que persistem por toda a vida, podendo ser ainda mais prejudiciais em crianças e adolescentes. Em vista disso é sensato que penas duras sejam aplicadas a aqueles que praticam tal ato, como a prisão perpétua, o que daria uma segurança maior não só à vítima mas à sociedade como um todo, mas principalmente a mulheres, mães, jovens que temem sair as ruas ou mesmo usar uma roupa menor.', 'Sendo assim, fica clara a necessidade urgente de medidas mais rígidas e que de fato funcionem. Além de uma melhor assistência para as vítimas. Assim e só assim, poderemos ter um país mais justo e seguro pra toda e qualquer pessoa.']","[0, 0, 0, 0, 0]",0,Projeto de lei de iniciativa popular
82,Preocupação com o idoso,"['A atenção especial ao idoso vem sendo assegurada pela constituição federal  de 1988, artigo 230, que a família, sociedade e Estado devem amparar os direitos civis, sociais, políticos e humanos desses. Baseado na lei maior do país, Brasil, fez-se necessário a criação do estatuto do idoso, em outubro de 2003, que promove, com mais especificações, para mulheres acima de 60 anos e homens acima de 65, mais direitos como o acesso aos transportes públicos.', 'Mesmo com todos os embasamentos propostos pela lei, inúmeros casos de maus tratos e abandonos são publicados pela mídia, partindo na maioria dos casos diretamente da família. Outro fato pertinente aos desrespeitos sofridos são as humilhações que esses sofrem no cotidiano, onde, por exemplo, os mais jovens ocupam os acentos destinados aos mais velhos.', 'Simone de Beauvoir, escritora, interpreta como motivo base para a exclusão e a falta de respeito com a população provecta, a falta de utilidade e capacidade que eles possuem, segundo a visão capitalista, por não gerarem lucros, e pela condição física que se torna cada vez mais dependente de outro. Os idosos necessitam de maiores cuidados e atenção médica, o que gera para alguns, transtornos que levam aos familiares entender-los como inúteis.', 'Por fim, é do consentimento do Estado que a proteção da camada dessa faixa etária é inexoravelmente necessária, assim como a família, primeiro estamento da formação de cada indivíduo, visar o respeito ao próximo como um dos pilares essenciais para a educação. É responsabilidade da sociedade o exercício da cidadania, onde ONGs promovam oficinas de recreação e acesso à arte, e principalmente para àqueles que não tiverem responsável legal no período diurno por conta da rotina de trabalho dos mesmos. Cabe aos vizinhos denunciarem quando estes perceberem casos de violência e a cada um que reconhece no dia a dia, a exclusão e atos contra os direitos civis, sociais, políticos e humanos.']","[0, 0, 0, 0, 0]",0,Automedicação – devemos realmente combatê-la?
84,pulmão do Brasil,"['A Amazônia é considerada a maior floresta tropical do mundo, nela se encontra uma biodiversidade extensa, ecossistemas abundantes, disponibilidade hídrica e com clima equatorial predominante. No entanto, ao analisar sua vasta vegetação, é possível afirmar uma grande desordem ambiental. Isso se evidência não só pelo desmatamento ilegal do comércio de madeira, mas também caça ilícita de animais protegidos.', 'Desde que os Portugueses chegaram aqui, em 1550 até 1970, o ritmo de desmatamento começou e continua até hoje em nível descontrolado. Esse prejuízo tem gerado complexidades enormes, pois incluem ao meio os índios, danos ao nosso país e contribui também para o agravamento do aquecimento global. O mercado de madeira é muito lucrativo, com isso pessoas inconsequentes acabam destruindo áreas preservadas, cometendo crimes contra o meio ambiente. Recursos que poderiam gerar bens lucrativos de modo sustentável, hoje em dia são vistos como problemas dificilmente de serem resolvidos.', 'Além disso, Outra preocupação constante é a procura proibida de animais silvestres na floresta. Atitude essa que tem contribuído para uma séria preocupação, pois já foram feitas pesquisas que comprovam o risco de extinção de várias espécies. É possível afirmar que, a caça desses seres da natura, trouxe e trás muitos benefícios aos participantes de tal crime, assim levando-os a arriscar sua liberdade a fim de garantir um conforto melhor sem esforço. São pessoas imprudentes que não pensam no futuro e na saúde física dos animais que na maioria das vezes não suportam o sofrimento no decorrer de sua transportação, no entanto, os que conseguem sobreviver chegam bastantes feridos sem condição alguma de sobreviver.', 'O governo, portanto, deve ser mais rígido em questão da proteção da floresta. É necessária a contratação de mais pilotos para a vigilância dessa zona territorial, aliada desse modo com planos inovadores criados pelos responsáveis. A sociedade também precisa se conscientizar do risco que se encontra a região norte brasileira, alertando a todos através de palestras, e projetos educativos que colaboram para uma melhoria da chamada “pulmão do Brasil”. Nesse sentindo buscando progredir na qualidade e saúde do meio ambiente. Só assim, o Brasil atingirá um novo patamar no seu desenvolvimento.']","[0, 0, 0, 0, 0]",0,Porte de armas pela população civil
85,vamos juntos concretizar,"['Nosso sistema de leis hojee bastante grandioso,mas não satisfatório,pois nem sempre as leis fazem a \xa0justiça acontecer.Entao com isso o poder judiciário tem de tomer as devidas precausoes e providências para que tudo se concretize de forma correta sem desmerecer ninguém.No brasil , quase em todas as vezes os mais pobres sempre levam a culpa, devemos mudar esse padrão horroroso e pôr em fim (a) esse modo ridículo de julgar.Devemos ser corretos,ter a consciência de que todos somos iguais.Lembrando do artigo número 1 da declaraçao dos direitos humanos,todo homem nasce livre e com direitos.']","[0, 0, 0, 0, 0]",0,Projeto de lei de iniciativa popular
